bigram,n,star,pec
taking care,104,5,0.00458028714877125
reasonable prices,103,5,0.0045362459261869105
professional service,102,5,0.004492204703602572
short notice,102,5,0.004492204703602572
5 minutes,101,5,0.004448163481018233
air conditioner,101,5,0.004448163481018233
management company,100,5,0.004404122258433894
estate agent,99,5,0.004360081035849555
front desk,99,5,0.004360081035849555
absolutely love,96,5,0.0042279573680965386
home inspection,96,5,0.0042279573680965386
moon valley,96,5,0.0042279573680965386
garage doors,95,5,0.0041839161455122
weeks ago,95,5,0.0041839161455122
job cleaning,93,5,0.004095833700343521
3 days,91,5,0.004007751255174843
phone calls,90,5,0.003963710032590505
recently moved,88,5,0.003875627587421827
6 months,86,5,0.0037875451422531487
24 7,85,5,0.00374350391966881
pure plumbing,85,5,0.00374350391966881
negative reviews,83,5,0.003655421474500132
tree service,83,5,0.003655421474500132
super helpful,82,5,0.0036113802519157933
eco tint,81,5,0.003567339029331454
garbage disposal,80,5,0.003523297806747115
day service,79,5,0.0034792565841627763
entire house,79,5,0.0034792565841627763
customer service,358,2,0.11201501877346684
2 stars,109,2,0.03410513141426783
home depot,92,2,0.028785982478097622
front desk,86,2,0.02690863579474343
office staff,79,2,0.02471839799749687
phone call,54,2,0.016896120150187734
home warranty,51,2,0.015957446808510637
las vegas,51,2,0.015957446808510637
15 minutes,50,2,0.015644555694618274
2 hours,50,2,0.015644555694618274
credit card,50,2,0.015644555694618274
multiple times,50,2,0.015644555694618274
phone calls,50,2,0.015644555694618274
water heater,50,2,0.015644555694618274
2 weeks,48,2,0.015018773466833541
apartment complex,46,2,0.014392991239048811
hot water,45,2,0.014080100125156446
30 minutes,41,2,0.012828535669586983
service call,41,2,0.012828535669586983
1 2,40,2,0.012515644555694618
3 days,40,2,0.012515644555694618
garage door,38,2,0.011889862327909888
parking lot,38,2,0.011889862327909888
2 months,37,2,0.011576971214017523
10 minutes,36,2,0.011264080100125156
3 weeks,36,2,0.011264080100125156
6 months,36,2,0.011264080100125156
months ago,34,2,0.010638297872340425
20 minutes,33,2,0.01032540675844806
1 star,32,2,0.010012515644555695
poor customer,32,2,0.010012515644555695
front office,31,2,0.00969962453066333
3 months,30,2,0.009386733416770964
5 stars,29,2,0.009073842302878598
2 days,28,2,0.008760951188986232
3 times,28,2,0.008760951188986232
property manager,28,2,0.008760951188986232
weeks ago,28,2,0.008760951188986232
45 minutes,27,2,0.008448060075093867
air conditioning,27,2,0.008448060075093867
front door,27,2,0.008448060075093867
management company,27,2,0.008448060075093867
5 minutes,26,2,0.008135168961201502
ac unit,26,2,0.008135168961201502
pest control,26,2,0.008135168961201502
1 hour,25,2,0.007822277847309137
3 hours,25,2,0.007822277847309137
leasing office,25,2,0.007822277847309137
property management,25,2,0.007822277847309137
4 hours,24,2,0.007509386733416771
warranty company,24,2,0.007509386733416771
30 days,23,2,0.0071964956195244055
real estate,22,2,0.00688360450563204
sales person,22,2,0.00688360450563204
4 months,21,2,0.006570713391739674
dog poop,21,2,0.006570713391739674
yelp reviews,21,2,0.006570713391739674
2 3,20,2,0.006257822277847309
days ago,20,2,0.006257822277847309
ni called,20,2,0.006257822277847309
2 star,19,2,0.005944931163954944
48 hours,19,2,0.005944931163954944
fan motor,19,2,0.005944931163954944
hot tub,19,2,0.005944931163954944
star rating,19,2,0.005944931163954944
time frame,19,2,0.005944931163954944
timely manner,19,2,0.005944931163954944
5 star,18,2,0.005632040050062578
electric bill,18,2,0.005632040050062578
hour window,18,2,0.005632040050062578
nice guy,18,2,0.005632040050062578
sales rep,18,2,0.005632040050062578
3 4,17,2,0.005319148936170213
bottom line,17,2,0.005319148936170213
cell phone,17,2,0.005319148936170213
security deposit,17,2,0.005319148936170213
bedroom apartment,16,2,0.0050062578222778474
kitchen sink,16,2,0.0050062578222778474
pay rent,16,2,0.0050062578222778474
