bigram,n,star,pec
top notch,378,4,0.008788040824866901
dining experience,375,4,0.008718294469113989
parking lot,374,4,0.008695045683863019
potato fries,374,4,0.008695045683863019
mexican food,366,4,0.008509055401855254
chicken wings,355,4,0.008253318764094577
medium rare,355,4,0.008253318764094577
bloody mary,354,4,0.008230069978843605
outdoor seating,352,4,0.008183572408341664
gluten free,350,4,0.008137074837839722
goat cheese,349,4,0.008113826052588752
perfectly cooked,349,4,0.008113826052588752
nice atmosphere,344,4,0.0079975821263339
dance floor,341,4,0.007927835770580987
deep fried,337,4,0.007834840629577105
short rib,333,4,0.0077418454885732225
wine list,328,4,0.007625601562318369
cheese curds,324,4,0.007532606421314487
pretty cool,323,4,0.007509357636063516
caesar salad,304,4,0.007067630716295074
excellent service,304,4,0.007067630716295074
dive bar,300,4,0.006974635575291191
fried rice,297,4,0.006904889219538279
mac cheese,297,4,0.006904889219538279
french fries,294,4,0.006835142863785367
15 minutes,293,4,0.006811894078534397
french toast,291,4,0.006765396508032455
delicious food,289,4,0.006718898937530514
portion size,286,4,0.006649152581777602
blue cheese,284,4,0.006602655011275661
hot sauce,282,4,0.0065561574407737196
drink menu,281,4,0.0065329086555227485
beer list,279,4,0.006486411085020807
nice touch,279,4,0.006486411085020807
craft beers,278,4,0.006463162299769837
bbq sauce,275,4,0.006393415944016925
bit pricey,271,4,0.0063004208030130425
10 minutes,265,4,0.006160928091507219
20 minutes,261,4,0.0060679329505033365
nour server,260,4,0.006044684165252365
food menu,258,4,0.005998186594750424
nthe menu,254,4,0.005905191453746542
crab cakes,248,4,0.005765698742240718
absolutely delicious,245,4,0.005695952386487806
drink specials,244,4,0.005672703601236836
outdoor patio,241,4,0.0056029572454839235
nthe staff,238,4,0.005533210889731011
fried pickles,236,4,0.00548671331922907
dipping sauce,235,4,0.0054634645339781
5 5,230,4,0.0053472206077232465
wait time,230,4,0.0053472206077232465
super nice,227,4,0.005277474251970334
4 star,225,4,0.005230976681468393
huge fan,222,4,0.005161230325715482
people watching,222,4,0.005161230325715482
bit slow,218,4,0.005068235184711599
highly recommended,217,4,0.005044986399460628
wine selection,217,4,0.005044986399460628
30 minutes,216,4,0.005021737614209657
pad thai,215,4,0.004998488828958687
hip hop,214,4,0.004975240043707716
nwe started,214,4,0.004975240043707716
happy hour,1431,3,0.06348150119776418
3 stars,881,3,0.03908260136633839
nthe food,623,3,0.027637299263596843
beer selection,615,3,0.027282406175139738
las vegas,462,3,0.020495075858397657
customer service,438,3,0.01943039659302635
friday night,393,3,0.01743412297045515
bar food,378,3,0.016768698429598085
wait staff,375,3,0.01663561352142667
10 minutes,362,3,0.01605891225268388
5 stars,360,3,0.015970188980569604
sweet potato,360,3,0.015970188980569604
saturday night,358,3,0.015881465708455327
fried chicken,355,3,0.015748380800283915
sports bar,349,3,0.015482210983941088
15 minutes,340,3,0.015082956259426848
nthe service,340,3,0.015082956259426848
20 minutes,295,3,0.013086682636855647
medium rare,286,3,0.012687427912341407
ice cream,284,3,0.012598704640227132
pulled pork,282,3,0.012509981368112856
4 stars,276,3,0.01224381155177003
1 2,264,3,0.011711471919084376
live music,257,3,0.011400940466684412
mashed potatoes,257,3,0.011400940466684412
onion rings,255,3,0.011312217194570135
dance floor,253,3,0.011223493922455861
potato fries,252,3,0.011179132286398722
30 minutes,238,3,0.010558069381598794
write home,227,3,0.010070091384970278
chicken wings,225,3,0.009981368112856001
pork belly,225,3,0.009981368112856001
chicken sandwich,209,3,0.009271581935941797
pretty cool,209,3,0.009271581935941797
mexican food,207,3,0.009182858663827523
late night,204,3,0.00904977375565611
grilled cheese,197,3,0.008739242303256144
prime rib,195,3,0.00865051903114187
5 star,194,3,0.00860615739508473
dive bar,194,3,0.00860615739508473
dining experience,191,3,0.008473072486913317
bloody mary,188,3,0.008339987578741903
fish tacos,188,3,0.008339987578741903
3 star,187,3,0.008295625942684766
blue cheese,185,3,0.00820690267057049
deep fried,181,3,0.00802945612634194
parking lot,181,3,0.00802945612634194
caesar salad,179,3,0.007940732854227663
2 stars,175,3,0.007763286309999113
3.5 stars,171,3,0.007585839765770562
45 minutes,171,3,0.007585839765770562
goat cheese,171,3,0.007585839765770562
pretty decent,171,3,0.007585839765770562
friendly staff,170,3,0.007541478129713424
3 5,168,3,0.007452754857599149
5 minutes,166,3,0.0073640315854848724
french fries,163,3,0.007230946677313459
craft beer,162,3,0.007186585041256322
cheese curds,160,3,0.007097861769142046
front desk,150,3,0.006654245408570668
portion size,150,3,0.006654245408570668
decent food,149,3,0.00660988377251353
wine list,149,3,0.00660988377251353
slow service,147,3,0.006521160500399255
hip hop,146,3,0.006476798864342117
