bigram,n,year,star,pec
mexican food,11,2017,2,0.014267185473411154
onion rings,11,2017,2,0.014267185473411154
chicken sandwich,10,2017,2,0.01297016861219196
fremont street,10,2017,2,0.01297016861219196
5 minutes,9,2017,2,0.011673151750972763
chicken tikka,9,2017,2,0.011673151750972763
mac cheese,9,2017,2,0.011673151750972763
45 minutes,8,2017,2,0.010376134889753566
bbq sauce,8,2017,2,0.010376134889753566
goat cheese,8,2017,2,0.010376134889753566
honey toast,8,2017,2,0.010376134889753566
las vegas,8,2017,2,0.010376134889753566
multiple times,8,2017,2,0.010376134889753566
saturday night,8,2017,2,0.010376134889753566
store bought,8,2017,2,0.010376134889753566
tour guide,8,2017,2,0.010376134889753566
2 hours,7,2017,2,0.009079118028534372
5 stars,7,2017,2,0.009079118028534372
fell asleep,7,2017,2,0.009079118028534372
food quality,7,2017,2,0.009079118028534372
french toast,7,2017,2,0.009079118028534372
nthe service,7,2017,2,0.009079118028534372
pulled pork,7,2017,2,0.009079118028534372
slow service,7,2017,2,0.009079118028534372
sweet potato,7,2017,2,0.009079118028534372
1 star,6,2017,2,0.007782101167315175
2 star,6,2017,2,0.007782101167315175
4 stars,6,2017,2,0.007782101167315175
5 star,6,2017,2,0.007782101167315175
bad service,6,2017,2,0.007782101167315175
beet salad,6,2017,2,0.007782101167315175
kohl center,6,2017,2,0.007782101167315175
la reve,6,2017,2,0.007782101167315175
lacked flavor,6,2017,2,0.007782101167315175
mediocre food,6,2017,2,0.007782101167315175
mongolian beef,6,2017,2,0.007782101167315175
parking lot,6,2017,2,0.007782101167315175
poor service,6,2017,2,0.007782101167315175
bad experience,5,2017,2,0.00648508430609598
beef hash,5,2017,2,0.00648508430609598
caesar salad,5,2017,2,0.00648508430609598
chopped salad,5,2017,2,0.00648508430609598
corned beef,5,2017,2,0.00648508430609598
dining experience,5,2017,2,0.00648508430609598
empty tables,5,2017,2,0.00648508430609598
entire time,5,2017,2,0.00648508430609598
fish tacos,5,2017,2,0.00648508430609598
friday night,5,2017,2,0.00648508430609598
fried rice,5,2017,2,0.00648508430609598
friendly staff,5,2017,2,0.00648508430609598
grilled chicken,5,2017,2,0.00648508430609598
ice skating,5,2017,2,0.00648508430609598
linq promenade,5,2017,2,0.00648508430609598
mashed potatoes,5,2017,2,0.00648508430609598
medium rare,5,2017,2,0.00648508430609598
nmy husband,5,2017,2,0.00648508430609598
play structure,5,2017,2,0.00648508430609598
pretty cool,5,2017,2,0.00648508430609598
real ice,5,2017,2,0.00648508430609598
short ribs,5,2017,2,0.00648508430609598
soda water,5,2017,2,0.00648508430609598
spring roll,5,2017,2,0.00648508430609598
story line,5,2017,2,0.00648508430609598
1 hour,4,2017,2,0.005188067444876783
2 3,4,2017,2,0.005188067444876783
25 minutes,4,2017,2,0.005188067444876783
3 times,4,2017,2,0.005188067444876783
beef ball,4,2017,2,0.005188067444876783
beer garden,4,2017,2,0.005188067444876783
bread pudding,4,2017,2,0.005188067444876783
breakfast food,4,2017,2,0.005188067444876783
breast skewers,4,2017,2,0.005188067444876783
burger joint,4,2017,2,0.005188067444876783
bus boy,4,2017,2,0.005188067444876783
butternut squash,4,2017,2,0.005188067444876783
car wash,4,2017,2,0.005188067444876783
casa loma,4,2017,2,0.005188067444876783
chicken strips,4,2017,2,0.005188067444876783
christmas town,4,2017,2,0.005188067444876783
cold food,4,2017,2,0.005188067444876783
cole slaw,4,2017,2,0.005188067444876783
cucumber salad,4,2017,2,0.005188067444876783
date night,4,2017,2,0.005188067444876783
disappointing experience,4,2017,2,0.005188067444876783
drinks food,4,2017,2,0.005188067444876783
customer service,111,2018,1,0.10551330798479087
10 minutes,39,2018,1,0.0370722433460076
20 minutes,36,2018,1,0.034220532319391636
15 minutes,26,2018,1,0.024714828897338403
las vegas,26,2018,1,0.024714828897338403
30 minutes,25,2018,1,0.02376425855513308
credit card,19,2018,1,0.01806083650190114
horrible service,18,2018,1,0.017110266159695818
parking lot,17,2018,1,0.016159695817490494
horrible customer,16,2018,1,0.015209125475285171
1 2,14,2018,1,0.013307984790874524
multiple times,14,2018,1,0.013307984790874524
terrible service,14,2018,1,0.013307984790874524
5 minutes,13,2018,1,0.012357414448669201
happy hour,13,2018,1,0.012357414448669201
extremely rude,12,2018,1,0.011406844106463879
ice cream,12,2018,1,0.011406844106463879
saturday night,12,2018,1,0.011406844106463879
worst customer,12,2018,1,0.011406844106463879
0 stars,11,2018,1,0.010456273764258554
1 star,11,2018,1,0.010456273764258554
5 stars,11,2018,1,0.010456273764258554
bad service,11,2018,1,0.010456273764258554
gift shop,11,2018,1,0.010456273764258554
worst experience,11,2018,1,0.010456273764258554
2 hours,10,2018,1,0.009505703422053232
bad experience,10,2018,1,0.009505703422053232
butter chicken,10,2018,1,0.009505703422053232
food poisoning,10,2018,1,0.009505703422053232
friday night,10,2018,1,0.009505703422053232
paying customers,10,2018,1,0.009505703422053232
poor service,10,2018,1,0.009505703422053232
wait staff,10,2018,1,0.009505703422053232
worst service,10,2018,1,0.009505703422053232
chicken sandwich,9,2018,1,0.008555133079847909
extremely disappointed,9,2018,1,0.008555133079847909
italian food,9,2018,1,0.008555133079847909
nthe food,9,2018,1,0.008555133079847909
pulled pork,9,2018,1,0.008555133079847909
security guard,9,2018,1,0.008555133079847909
15 min,8,2018,1,0.0076045627376425855
corn maze,8,2018,1,0.0076045627376425855
entire time,8,2018,1,0.0076045627376425855
food quality,8,2018,1,0.0076045627376425855
fremont street,8,2018,1,0.0076045627376425855
horrible experience,8,2018,1,0.0076045627376425855
horrible horrible,8,2018,1,0.0076045627376425855
ten minutes,8,2018,1,0.0076045627376425855
ticket office,8,2018,1,0.0076045627376425855
worst restaurant,8,2018,1,0.0076045627376425855
15 mins,7,2018,1,0.006653992395437262
2 3,7,2018,1,0.006653992395437262
3 times,7,2018,1,0.006653992395437262
