bigram,n,star,pec
burrito spinach,1,3,0.0072992700729927005
business cards,1,3,0.0072992700729927005
business community,1,3,0.0072992700729927005
business free,1,3,0.0072992700729927005
business person,1,3,0.0072992700729927005
called arizona,1,3,0.0072992700729927005
called tucson,1,3,0.0072992700729927005
canyon brought,1,3,0.0072992700729927005
carrying oversized,1,3,0.0072992700729927005
ceiling painted,1,3,0.0072992700729927005
celebrity chefs,1,3,0.0072992700729927005
character count,1,3,0.0072992700729927005
charged 8,1,3,0.0072992700729927005
chatter called,1,3,0.0072992700729927005
cheaper options,1,3,0.0072992700729927005
cheese slices,1,3,0.0072992700729927005
childhood home,1,3,0.0072992700729927005
chile con,1,3,0.0072992700729927005
chile releno,1,3,0.0072992700729927005
chile relleno,1,3,0.0072992700729927005
chili verde,1,3,0.0072992700729927005
choose 3,1,3,0.0072992700729927005
chris merrill,1,3,0.0072992700729927005
chrome browser,1,3,0.0072992700729927005
circus circus,1,3,0.0072992700729927005
cirque du,1,3,0.0072992700729927005
coach rich,1,3,0.0072992700729927005
coaster running,1,3,0.0072992700729927005
comedian jarret,1,3,0.0072992700729927005
compact trash,1,3,0.0072992700729927005
con queso,1,3,0.0072992700729927005
controversial issue,1,3,0.0072992700729927005
convention center,1,3,0.0072992700729927005
cool afternoons,1,3,0.0072992700729927005
